wholesaler_name (도매상명),biz_type (업종명),wholesaler_addr_road (도매도로명주소),wholesaler_addr_jibun (도매지번주소),wholesaler_tel (도매전화),lat (위도),lon (경도),business_status (영업상태),as_of_date (기준일자),provider_org_code (제공기관코드),provider_org_name (제공기관명),has_transport_vehicle,has_storage_facility,supervising_agency,active_flag (활성여부),is_valid_wholesaler (유효도매여부),wholesaler_id (도매상ID),source_file (원천파일),source_sheet (원천시트),source_row_id (원천행ID)
휴바이오팜(주),일반종합도매,"서울특별시 송파구 송파대로48길 37, 3층 (송파동)",서울특별시 송파구 송파동 33 3층,,37.5106818396,127.1076044821,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03232,3. 전국의약품도매업소표준데이터.csv,,3232
(주)지트랩,일반종합도매,"서울특별시 송파구 위례성대로 202, 어니스트빌딩 5층 (오금동)",서울특별시 송파구 오금동 4-11 어니스트빌딩,02-407-3007,37.50925731,127.1330295,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03233,3. 전국의약품도매업소표준데이터.csv,,3233
주식회사 티젠메딕스,일반종합도매,"서울특별시 송파구 송이로 87, 503호 (가락동)",서울특별시 송파구 가락동 48 503호,,37.498341988,127.1207952288,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03234,3. 전국의약품도매업소표준데이터.csv,,3234
헬스비전(주),일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 엘동 5092호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03235,3. 전국의약품도매업소표준데이터.csv,,3235
주식회사 태양메디,일반종합도매,"서울특별시 송파구 송파대로28길 20, 세화빌딩 9층 908호 (가락동)",서울특별시 송파구 가락동 79-4 세화빌딩,02-922-9174,37.4941449655,127.1202215953,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03236,3. 전국의약품도매업소표준데이터.csv,,3236
제이에스팜,일반종합도매,"서울특별시 송파구 오금로57길 10, 104동 지1층 비101호 (거여동, 성우스타팰리스)",서울특별시 송파구 거여동 23-1 성우스타팰리스,,37.49492481,127.1430095,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03237,3. 전국의약품도매업소표준데이터.csv,,3237
(주)더블유에스팜,일반종합도매,"서울특별시 송파구 올림픽로35다길 32, 7층 일부호 (신천동)",서울특별시 송파구 신천동 7-26,,37.5150198804,127.1020452491,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03238,3. 전국의약품도매업소표준데이터.csv,,3238
(주)이룸메디케어,일반종합도매,"서울특별시 송파구 마천로 241, 명준빌딩 3층 (마천동)",서울특별시 송파구 마천동 24 명준빌딩,02-401-2725,37.4997220427,127.1445557803,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03239,3. 전국의약품도매업소표준데이터.csv,,3239
주식회사 와이투헬스케어,일반종합도매,"서울특별시 송파구 문정로 233, 3층 305호 (오금동)",서울특별시 송파구 오금동 145-4,,37.49916766,127.1411271,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03240,3. 전국의약품도매업소표준데이터.csv,,3240
유니크팜,일반종합도매,"서울특별시 송파구 정의로7길 13, 힐스테이트에코송파 B동 오피스 706호 (문정동)",서울특별시 송파구 문정동 639-5 힐스테이트에코송파,02-441-6960,37.4852878304,127.1151195952,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03241,3. 전국의약품도매업소표준데이터.csv,,3241
주식회사 에이치엠파마,일반종합도매,"서울특별시 송파구 중대로 101, 동부썬빌 611호 (가락동)",서울특별시 송파구 가락동 99-6 동부썬빌,02-430-3617,37.4933980235,127.1196967264,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03242,3. 전국의약품도매업소표준데이터.csv,,3242
(주)플랜닥스,일반종합도매,"서울특별시 송파구 백제고분로 248, 4,5층 (삼전동)",서울특별시 송파구 삼전동 72,02-6952-1568,37.5024726329,127.09383456,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03243,3. 전국의약품도매업소표준데이터.csv,,3243
주식회사 이스트바이오,일반종합도매,"서울특별시 송파구 올림픽로47길 19, 2층 201호 (풍납동)",서울특별시 송파구 풍납동 399 2층 201호,02-479-0502,37.5283405186,127.1166955898,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03244,3. 전국의약품도매업소표준데이터.csv,,3244
주식회사 알에이치바이오팜,일반종합도매,"서울특별시 송파구 문정로4길 28, 삼중빌딩 3층 301호 (문정동)",서울특별시 송파구 문정동 67-9 삼중빌딩,02-582-5204,37.4837770451,127.1261268781,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03245,3. 전국의약품도매업소표준데이터.csv,,3245
(주)피에스메디팜,일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 T동 9108호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03246,3. 전국의약품도매업소표준데이터.csv,,3246
주식회사 오투바이오,일반종합도매,"서울특별시 송파구 양산로 14, 세신거여종합상가 606호 (거여동)",서울특별시 송파구 거여동 290-1 세신거여종합상가,,37.49023952,127.1437991,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03247,3. 전국의약품도매업소표준데이터.csv,,3247
(주)도담메디팜,일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 9층 엘동 9014호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03248,3. 전국의약품도매업소표준데이터.csv,,3248
(주)에이디팜,일반종합도매,"서울특별시 송파구 문정로 233, 3층 301호 (오금동)",서울특별시 송파구 오금동 145-4,,37.49916766,127.1411271,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03249,3. 전국의약품도매업소표준데이터.csv,,3249
에이치앤비파마인터내셔널,일반종합도매,"서울특별시 송파구 중대로 105, 가락 ID TOWER 901호 (가락동)",서울특별시 송파구 가락동 99-7 가락 ID TOWER,070-5214-4725,37.493586153,127.1200525497,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03250,3. 전국의약품도매업소표준데이터.csv,,3250
(주)아너스메디케어,일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 9층 F-9051호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03251,3. 전국의약품도매업소표준데이터.csv,,3251
(주)미다스팜,일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 9층 F-9049, 9050호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03252,3. 전국의약품도매업소표준데이터.csv,,3252
(주)옥스팜,일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 9층 F-9052호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03253,3. 전국의약품도매업소표준데이터.csv,,3253
제이제이바이오팜,일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 티동 9층 9143호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03254,3. 전국의약품도매업소표준데이터.csv,,3254
(주)오스코리아제약 서울지점,일반종합도매,"서울특별시 송파구 충민로2길 36, 해오름 빌딩 2층 (장지동)",서울특별시 송파구 장지동 841-7 해오름 빌딩,,37.4766016171,127.1275313884,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03255,3. 전국의약품도매업소표준데이터.csv,,3255
주식회사 알오티,원료의약품도매,"서울특별시 송파구 송파대로 260, 제일오피스텔 16층 1604호 (가락동)",서울특별시 송파구 가락동 99-3 제일오피스텔,02-3012-0130,37.4931390131,127.1188648416,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,True,W03256,3. 전국의약품도매업소표준데이터.csv,,3256
주식회사아이앤케어,일반종합도매,"서울특별시 송파구 백제고분로20길 13-8, 삼우빌딩 403호 (잠실동)",서울특별시 송파구 잠실동 339-2 삼우빌딩,,37.5034141146,127.0862412006,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03257,3. 전국의약품도매업소표준데이터.csv,,3257
모아메디팜,일반종합도매,"서울특별시 송파구 강동대로 74, 잠실 올림픽공원 아이파크 상가동 204-1A호 (풍납동)",서울특별시 송파구 풍납동 514-1 잠실 올림픽공원 아이파크,,37.526440234,127.1149318827,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03258,3. 전국의약품도매업소표준데이터.csv,,3258
(주)써지웰,일반종합도매,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 2층 209호 (문정동)",서울특별시 송파구 문정동 620 송파 푸르지오시티,070-4320-5040,37.4808342942,127.1212768301,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03259,3. 전국의약품도매업소표준데이터.csv,,3259
루카스코리아,일반종합도매,"서울특별시 송파구 문정로 233, 3층 302호 (오금동)",서울특별시 송파구 오금동 145-4,,37.49916766,127.1411271,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03260,3. 전국의약품도매업소표준데이터.csv,,3260
(주)킴코,일반종합도매,"서울특별시 송파구 충민로 66, 가든파이브라이프 9층 T-9118,9119호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,,37.4776148443,127.1249617689,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03261,3. 전국의약품도매업소표준데이터.csv,,3261
(주)오래온라이프사이언스,일반종합도매,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 C동 419호 (문정동)",서울특별시 송파구 문정동 645-2 에이치비지니스파크,070-8250-5520,37.4841717165,127.1166255007,영업,2024-12-09,3230000,서울특별시 송파구,Y,Y,서울특별시 송파구청,True,False,W03262,3. 전국의약품도매업소표준데이터.csv,,3262
(주)소소팜,일반종합도매,"강원특별자치도 원주시 장전길 82, 2층 (태장동)",,000-000-0000,37.39779255,127.9550786,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03263,3. 전국의약품도매업소표준데이터.csv,,3263
주식회사 에이아이메디,일반종합도매,"강원특별자치도 원주시 치악로 1591-2, 202호 (단구동)",,000-000-0000,37.32515231,127.9604118,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03264,3. 전국의약품도매업소표준데이터.csv,,3264
형제에너지,의료용고압가스,강원특별자치도 원주시 문막읍 원문로 2477,,000-000-0000,37.28186891,127.7802131,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03265,3. 전국의약품도매업소표준데이터.csv,,3265
팜 라이프,일반종합도매,"강원특별자치도 원주시 소초면 치악로 2476, 101호",,000-000-0000,37.39328692,127.9853885,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03266,3. 전국의약품도매업소표준데이터.csv,,3266
주식회사 엠에스팜,일반종합도매,"강원특별자치도 원주시 시청로 11-1, 매머드시티2차 (무실동)",,000-000-0000,37.3414342,127.9224099,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03267,3. 전국의약품도매업소표준데이터.csv,,3267
주식회사 와이디,일반종합도매,"강원특별자치도 원주시 건강로 17-1, 502호 (반곡동)",,000-000-0000,37.32601478,127.9878209,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03268,3. 전국의약품도매업소표준데이터.csv,,3268
주식회사 성준약품,일반종합도매,"강원특별자치도 원주시 무실새골길 66, 410동 지하층 205호 (무실동, 더샵 원주센트럴파크 4단지)",,000-000-0000,37.33218104,127.9360638,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03269,3. 전국의약품도매업소표준데이터.csv,,3269
안우의료종합유통 주식회사,일반종합도매,"강원특별자치도 원주시 서천담길 12-16, 1층 (행구동)",,000-000-0000,37.34525514,128.0052526,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03270,3. 전국의약품도매업소표준데이터.csv,,3270
주식회사 다올약품,일반종합도매,"강원특별자치도 원주시 이화3길 29, 1층 (단계동)",,000-000-0000,37.3380621,127.9326849,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03271,3. 전국의약품도매업소표준데이터.csv,,3271
(주)케이비메디팜,일반종합도매,"강원특별자치도 원주시 건강로 17-2, 4층 401호 (반곡동)",,000-000-0000,37.32601218,127.9881324,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03272,3. 전국의약품도매업소표준데이터.csv,,3272
피오 헬스케어,일반종합도매,"강원특별자치도 원주시 평원초교길 2, 5층 1호 (단계동)",,000-000-0000,37.35027825,127.9294733,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03273,3. 전국의약품도매업소표준데이터.csv,,3273
커먼웰스,일반종합도매,"강원특별자치도 원주시 장전길 82, 2층 205호 (태장동)",,000-000-0000,37.39779255,127.9550786,영업,2025-11-30,4191000,강원특별자치도 원주시,Y,N,강원특별자치도 원주시 보건소,True,False,W03274,3. 전국의약품도매업소표준데이터.csv,,3274
㈜선메디칼,일반종합도매,"서울특별시 구로구 경인로 164, 5층(오류동)",서울특별시 구로구 오류동 77-1,,37.49402242,126.8399684,폐업,2025-11-28,3160000,서울특별시 구로구,Y,Y,서울특별시 구로구,False,False,W03275,3. 전국의약품도매업소표준데이터.csv,,3275
㈜그린위드,일반종합도매,"서울특별시 구로구 구로중앙로40길 15, 대동정밀공장 2층 (신도림동)",서울특별시 구로구 신도림동 399-7,,37.50654903,126.876903,폐업,2025-11-28,3160000,서울특별시 구로구,Y,Y,서울특별시 구로구,False,False,W03276,3. 전국의약품도매업소표준데이터.csv,,3276
보성과학㈜구로지점,시약도매,"서울특별시 구로구 디지털로32길 30, 204호 (구로동, 코오롱디지털타워빌란트)",서울특별시 구로구 구로동 222-7,,37.48338954,126.8965199,폐업,2025-11-28,3160000,서울특별시 구로구,Y,Y,서울특별시 구로구,False,False,W03277,3. 전국의약품도매업소표준데이터.csv,,3277
파미케어㈜,일반종합도매,"서울특별시 구로구 경인로55길 31, 405호(구로동)",서울특별시 구로구 구로동 610-8,,37.50287024,126.876487,폐업,2025-11-28,3160000,서울특별시 구로구,Y,Y,서울특별시 구로구,False,False,W03278,3. 전국의약품도매업소표준데이터.csv,,3278
수영약품,일반종합도매,"경기도 의정부시 오목로205번길 21, 310-1호 (민락동)",경기도 의정부시 민락동 812-4,02-481-1357,37.74498164,127.0973744,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03279,3. 전국의약품도매업소표준데이터.csv,,3279
주식회사 경기종합약품,일반종합도매,"경기도 의정부시 용현로105번길 7-17, 5층 (민락동)",경기도 의정부시 민락동 732번지 10호,031-879-4000,37.7418081,127.0865993,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03280,3. 전국의약품도매업소표준데이터.csv,,3280
에스제이팜,일반종합도매,"경기도 의정부시 부용로219번길 45, 용현빌딩 4층 (용현동)",경기도 의정부시 용현동 544번지 4호 용현빌딩,070-7576-3409,37.75081601,127.0820228,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03281,3. 전국의약품도매업소표준데이터.csv,,3281
경서약품 주식회사,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 312호 (용현동)",경기도 의정부시 용현동 209번지 17호,031-848-1626,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03282,3. 전국의약품도매업소표준데이터.csv,,3282
주식회사 다올약품,일반종합도매,"경기도 의정부시 월유로 13, 지석프라자 5층 509호 (산곡동)",경기도 의정부시 산곡동 0 지석프라자,031-846-8424,37.72923476,127.1104675,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03283,3. 전국의약품도매업소표준데이터.csv,,3283
케이디엠팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 310호 (용현동)",경기도 의정부시 용현동 209번지 17호,070-4114-9636,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03284,3. 전국의약품도매업소표준데이터.csv,,3284
다원약품,일반종합도매,"경기도 의정부시 시민로434번길 11, 307호 (용현동)",경기도 의정부시 용현동 209번지 17호,031-874-7774,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03285,3. 전국의약품도매업소표준데이터.csv,,3285
이지젠,일반종합도매,"경기도 의정부시 오목로205번길 21, 407호 (민락동)",경기도 의정부시 민락동 812-4,031-853-4353,37.74498164,127.0973744,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03286,3. 전국의약품도매업소표준데이터.csv,,3286
(주)올댓팜,일반종합도매,"경기도 의정부시 동일로 713, 313호 (금오동)",경기도 의정부시 금오동 439,031-592-7511,37.75042181,127.0505001,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03287,3. 전국의약품도매업소표준데이터.csv,,3287
주식회사 히어로팜,일반종합도매,"경기도 의정부시 전좌로156번길 24, 상가동 지1층 비01호 (호원동, 호원동한승미메이드아파트)",경기도 의정부시 호원동 289번지 7호 호원동한승미메이드아파트,031-855-1020,37.72233318,127.0417214,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03288,3. 전국의약품도매업소표준데이터.csv,,3288
바이엘코리아㈜,일반종합도매,경기도 안성시 원곡면 뱀골길 9-32,경기도 안성시 원곡면 지문리 504-2,031-670-8753,37.05273069,127.131036,영업,2025-05-13,4080000,경기도 안성시,Y,Y,경기도 안성시 보건위생과,True,False,W03289,3. 전국의약품도매업소표준데이터.csv,,3289
㈜호남약품,일반종합도매,"전라남도 순천시 중앙로 399 (가곡동, 호남약품)",전라남도 순천시 가곡동 964번지 5호,061-751-5300,34.98080532,127.4847853,영업,2025-05-22,4820000,전라남도 순천시,Y,Y,순천시보건소,True,False,W03290,3. 전국의약품도매업소표준데이터.csv,,3290
대광한약약업사,한약도매,전라남도 순천시 풍덕주택길 25 (덕암동),전라남도 순천시 덕암동 227번지 13호,061-741-0882,34.94374934,127.5026773,영업,2025-05-22,4820000,전라남도 순천시,Y,Y,순천시보건소,True,False,W03291,3. 전국의약품도매업소표준데이터.csv,,3291
중앙산소,의료용고압가스,전라남도 구례군 구례읍 섬진강로 916,전라남도 구례군 구례읍 계산리 1459번지,061-782-1715,35.20135777,127.3751221,영업,2024-08-12,4870000,전라남도 구례군,N,N,전라남도 구례군청,True,False,W03292,3. 전국의약품도매업소표준데이터.csv,,3292
디에이팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 318호 (용현동)",경기도 의정부시 용현동 209번지 17호,031-821-4770,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03293,3. 전국의약품도매업소표준데이터.csv,,3293
한신메디팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 305호 (용현동)",경기도 의정부시 용현동 209-17,070-8830-3045,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03294,3. 전국의약품도매업소표준데이터.csv,,3294
주식회사 엔디팜,일반종합도매,"경기도 의정부시 오목로205번길 21, 310-2호(민락동)",경기도 의정부시 민락동 812-4,,37.744916,127.097519,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03295,3. 전국의약품도매업소표준데이터.csv,,3295
메디닉스,일반종합도매,"경기도 의정부시 승지로 15, 3층",경기도 의정부시 민락동 606,031-841-7802,37.738217,127.090877,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03296,3. 전국의약품도매업소표준데이터.csv,,3296
주식회사 제너사이언스,일반종합도매,"경기도 의정부시 시민로434번길 11, 314호 (용현동)",경기도 의정부시 용현동 209-17,,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03297,3. 전국의약품도매업소표준데이터.csv,,3297
(주)하나로메디,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 315호 (용현동)",경기도 의정부시 용현동 209-17,070-4243-9776,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03298,3. 전국의약품도매업소표준데이터.csv,,3298
주식회사 미르팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 317호 (용현동)",경기도 의정부시 용현동 209-17,,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03299,3. 전국의약품도매업소표준데이터.csv,,3299
주식회사 뉴믹스메디컬그룹,일반종합도매,"경기도 의정부시 용현로105번길 7-16, 2층 201호 (민락동)",경기도 의정부시 민락동 734-6,,37.74177714,127.0870509,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03300,3. 전국의약품도매업소표준데이터.csv,,3300
(주)지인약품,일반종합도매,"경기도 의정부시 동일로 732, 2층 (금오동)",경기도 의정부시 금오동 441-65,031-928-7225,37.75205907,127.0492936,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03301,3. 전국의약품도매업소표준데이터.csv,,3301
지한팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 308호 (용현동)",경기도 의정부시 용현동 209-17,,37.73197075,127.0804029,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03302,3. 전국의약품도매업소표준데이터.csv,,3302
(주)디에이치메디칼,일반종합도매,"경기도 의정부시 부용로219번길 45, 용현빌딩 3층 301호 (용현동)",경기도 의정부시 용현동 544-4 용현빌딩,070-8693-3055,37.75081601,127.0820228,영업,2025-07-31,3820000,경기도 의정부시,Y,Y,의정부시보건소,True,False,W03303,3. 전국의약품도매업소표준데이터.csv,,3303
함양가스,의료용고압가스,경상남도 함양군 함양읍 함양로 1419,경상남도 함양군 함양읍 신천리 16-3,055-962-3104,35.541918,127.741368,영업,2025-08-27,5460000,경상남도 함양군,Y,N,경상남도 함양군보건소,True,False,W03304,3. 전국의약품도매업소표준데이터.csv,,3304
한들가스,의료용고압가스,경상남도 함양군 함양읍 함양로 1399,경상남도 함양군 함양읍 신천리 51-1,055-963-8814,35.54049175,127.7407375,영업,2025-08-27,5460000,경상남도 함양군,Y,N,경상남도 함양군보건소,True,False,W03305,3. 전국의약품도매업소표준데이터.csv,,3305
대중가스,의료용고압가스,경상남도 함양군 함양읍 기동길 53,경상남도 함양군 함양읍 신천리 211,055-963-7117,35.525671,127.740315,영업,2025-08-27,5460000,경상남도 함양군,Y,N,경상남도 함양군보건소,True,False,W03306,3. 전국의약품도매업소표준데이터.csv,,3306
주식회사 하이팜,원료의약품도매,"경기도 안산시 단원구 이삭1길 16-3, 301-4호 (고잔동)",경기도 안산시 단원구 고잔동 734-6,031-401-6436,37.313676,126.8380558,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,True,W03307,3. 전국의약품도매업소표준데이터.csv,,3307
삼일제약(주),일반종합도매,경기도 안산시 단원구 산단로 216 (원시동),경기도 안산시 단원구 원시동 772-1,031-492-3131,37.31447926,126.7910147,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03308,3. 전국의약품도매업소표준데이터.csv,,3308
부광약품㈜,일반종합도매,경기도 안산시 단원구 능안로 47 (목내동),경기도 안산시 단원구 목내동 470번지,031-491-3693,37.3205658,126.7774482,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03309,3. 전국의약품도매업소표준데이터.csv,,3309
한국애보트 유한회사,일반종합도매,경기도 안산시 단원구 산단로 88 (원시동),경기도 안산시 단원구 원시동 782-1,031-428-6552,37.30345337,126.7886147,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03310,3. 전국의약품도매업소표준데이터.csv,,3310
주식회사 보령,일반종합도매,"경기도 안산시 단원구 능안로 109, L동, J동",경기도 안산시 단원구 신길동 1122-3,031-491-5171,37.32583897,126.7806831,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03311,3. 전국의약품도매업소표준데이터.csv,,3311
(주)신영바이오텍,원료의약품도매,경기도 안산시 단원구 이삭1길 9 (고잔동),경기도 안산시 단원구 고잔동 740번지 1호,031-486-6191,37.3129619,126.8375177,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,True,W03312,3. 전국의약품도매업소표준데이터.csv,,3312
주식회사 메디크로스,일반종합도매,"경기도 안산시 단원구 원포공원1로 70, 키즈타워1 406호 (초지동)",경기도 안산시 단원구 초지동 742번지 1호 키즈타워1 406호,031-485-8595,37.30330517,126.8103852,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03313,3. 전국의약품도매업소표준데이터.csv,,3313
초당약품공업(주),일반종합도매,"경기도 안산시 단원구 별망로 381, F동 1층, A동 1층",경기도 안산시 단원구 목내동 487번지,031-494-2772,37.30685554,126.7675437,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03314,3. 전국의약품도매업소표준데이터.csv,,3314
대한약품공업주식회사,일반종합도매,경기도 안산시 단원구 산단로 77 (원시동),경기도 안산시 단원구 원시동 736-1,031-362-7100,37.30286473,126.7854622,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03315,3. 전국의약품도매업소표준데이터.csv,,3315
(주)제이씨헬스케어,일반종합도매,"경기도 안산시 단원구 고잔1길 76, 리치프라자 5층 (고잔동)",경기도 안산시 단원구 고잔동 540-9 리치프라자,031-8040-5500,37.31766211,126.8417367,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03316,3. 전국의약품도매업소표준데이터.csv,,3316
비전팜(주),일반종합도매,경기도 안산시 단원구 광덕4로 256 (고잔동),경기도 안산시 단원구 고잔동 729번지 8호 2층 일부,031-484-9607,37.3143007,126.8408918,영업,2025-08-29,3930000,경기도 안산시,Y,Y,안산시단원보건소,True,False,W03317,3. 전국의약품도매업소표준데이터.csv,,3317
