case_id,ship_id (출고ID),year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),gap_amount (갭금액),coverage_ratio (커버리지비율),trace_status (추적상태),trace_reason (추적사유),created_from (생성소스)
TRC_53efb76dbd29,S00027282,2025-Q3,T05,자누비아정,417677.82,0.7926,Unverified,low_coverage,tracking_validation
TRC_61f2081304e5,S00027309,2025-Q2,T02,글루코파지정,1064938.34,0.7693,Unverified,low_coverage,tracking_validation
TRC_e630c38a7550,S00027310,2025-Q4,T08,로수젯정,6621526.75,0.7869,Unverified,low_coverage,tracking_validation
TRC_ff968c384956,S00027319,2025-Q2,T06,서스펜정,3290978.43,0.7759,Unverified,low_coverage,tracking_validation
TRC_a15134b63bc9,S00027323,2025-Q2,T10,아모잘탄정,601548.17,0.7844,Unverified,low_coverage,tracking_validation
TRC_adc359c67eb6,S00027325,2025-Q2,T04,플라빅스정,3368734.48,0.7955,Unverified,low_coverage,tracking_validation
TRC_08683c0be9c0,S00027327,2025-Q1,T08,네시나정,431449.1,0.7732,Unverified,low_coverage,tracking_validation
TRC_50779211b4f7,S00027328,2025-Q3,T07,가브스정,217578.76,0.7932,Unverified,low_coverage,tracking_validation
TRC_ca7e43f82c9d,S00027336,2025-Q4,T04,아토르바정,362151.65,0.7909,Unverified,low_coverage,tracking_validation
TRC_3697db5bab48,S00027337,2025-Q3,T04,타미플루캡슐,371464.72,0.7866,Unverified,low_coverage,tracking_validation
TRC_b2b685f9e72d,S00027378,2025-Q2,T03,세파클러캡슐,189151.12,0.7958,Unverified,low_coverage,tracking_validation
TRC_db3fee32a750,S00027389,2025-Q4,T05,글루코파지정,155683.75,0.7861,Unverified,low_coverage,tracking_validation
TRC_ff83da8202ef,S00027391,2025-Q4,T03,아토젯정,286994.27,0.774,Unverified,low_coverage,tracking_validation
TRC_e0b31f0638a9,S00027430,2025-Q4,T05,로수젯정,72444.94,0.7953,Unverified,low_coverage,tracking_validation
TRC_4560c17d7df5,S00027451,2025-Q2,T04,아토젯정,660102.82,0.7895,Unverified,low_coverage,tracking_validation
TRC_dd8af9930dcb,S00027475,2025-Q3,T06,디아미크롱서방정,2835903.46,0.7959,Unverified,low_coverage,tracking_validation
TRC_1c72e41d6e81,S00027492,2025-Q2,T05,엑스포지정,900942.22,0.7814,Unverified,low_coverage,tracking_validation
TRC_bc9c565ada16,S00027496,2025-Q3,T01,아토르바정,1505851.03,0.7865,Unverified,low_coverage,tracking_validation
TRC_a470c3b2fab0,S00027505,2025-Q1,T02,플라빅스정,1615484.71,0.7783,Unverified,low_coverage,tracking_validation
TRC_fd827e207085,S00027507,2025-Q1,T05,네시나정,2397751.15,0.7806,Unverified,low_coverage,tracking_validation
TRC_7a7dd550e122,S00027514,2025-Q1,T05,올메텍정,172281.03,0.7886,Unverified,low_coverage,tracking_validation
TRC_ea09d1e57c48,S00027517,2025-Q4,T01,타미플루캡슐,920069.57,0.7778,Unverified,low_coverage,tracking_validation
TRC_6bb928569a46,S00027527,2025-Q4,T10,네시나정,519566.0,0.7732,Unverified,low_coverage,tracking_validation
TRC_790b9e0aaf7b,S00027552,2025-Q1,T10,엑스포지정,770421.43,0.7834,Unverified,low_coverage,tracking_validation
TRC_77551e5dc245,S00027553,2025-Q1,T03,카나브정,1193886.47,0.7921,Unverified,low_coverage,tracking_validation
TRC_d9fbdec015bd,S00027555,2025-Q4,T10,디아미크롱서방정,292065.93,0.784,Unverified,low_coverage,tracking_validation
TRC_727843b54860,S00027577,2025-Q2,T01,타미플루캡슐,10395444.83,0.7998,Unverified,low_coverage,tracking_validation
TRC_68cf762b81a6,S00027581,2025-Q4,T09,록소르정,620702.48,0.7808,Unverified,low_coverage,tracking_validation
TRC_e6d21ec33a65,S00027607,2025-Q3,T06,네시나정,5501610.74,0.7709,Unverified,low_coverage,tracking_validation
TRC_2ac017bb81c9,S00027613,2025-Q1,T07,카나브정,671475.52,0.775,Unverified,low_coverage,tracking_validation
TRC_b7433a83e9cc,S00027625,2025-Q2,T05,플라빅스정,6682612.43,0.7772,Unverified,low_coverage,tracking_validation
TRC_3515644c39a3,S00027631,2025-Q3,T06,아토젯정,161691.4,0.7941,Unverified,low_coverage,tracking_validation
TRC_50003536a73d,S00027633,2025-Q2,T05,카나브정,344531.13,0.7998,Unverified,low_coverage,tracking_validation
TRC_de85240a701f,S00027651,2025-Q4,T09,아토젯정,1034308.46,0.7852,Unverified,low_coverage,tracking_validation
TRC_33bb2ed58ec6,S00027652,2025-Q2,T10,엑스포지정,374925.62,0.7708,Unverified,low_coverage,tracking_validation
TRC_70dc9b993354,S00027677,2025-Q3,T08,타미플루캡슐,783311.34,0.7978,Unverified,low_coverage,tracking_validation
TRC_0b27a0928b11,S00027687,2025-Q3,T09,네시나정,787274.99,0.7775,Unverified,low_coverage,tracking_validation
TRC_0b18585fe569,S00027692,2025-Q3,T06,엑스포지정,214889.78,0.7784,Unverified,low_coverage,tracking_validation
TRC_9bb1cd99071c,S00027712,2025-Q3,T10,엑스포지정,720989.94,0.7829,Unverified,low_coverage,tracking_validation
TRC_ddea4f71bfa8,S00027728,2025-Q3,T02,가브스정,8970917.25,0.7746,Unverified,low_coverage,tracking_validation
TRC_499a13d107a5,S00027731,2025-Q3,T08,아토젯정,3984822.57,0.7844,Unverified,low_coverage,tracking_validation
TRC_1bd1014db45e,S00027791,2025-Q3,T04,아토젯정,255059.99,0.7805,Unverified,low_coverage,tracking_validation
TRC_2edc30d168e2,S00027795,2025-Q4,T09,디아미크롱서방정,124428.85,0.7747,Unverified,low_coverage,tracking_validation
TRC_c5930ff98f28,S00027803,2025-Q2,T09,아모잘탄정,301601.89,0.794,Unverified,low_coverage,tracking_validation
TRC_4a4477e054e6,S00027828,2025-Q3,T09,가브스정,125419.1,0.7917,Unverified,low_coverage,tracking_validation
TRC_8f0902e10437,S00027835,2025-Q4,T08,디아미크롱서방정,308272.28,0.7747,Unverified,low_coverage,tracking_validation
TRC_ea130bfffcb2,S00027838,2025-Q1,T04,세파클러캡슐,59542.54,0.7744,Unverified,low_coverage,tracking_validation
TRC_c98fa4f3c43f,S00027857,2025-Q1,T03,타미플루캡슐,865051.09,0.7942,Unverified,low_coverage,tracking_validation
TRC_665fd64dd81a,S00027864,2025-Q1,T09,리피토정,3089261.84,0.7922,Unverified,low_coverage,tracking_validation
TRC_5ea5f5d9d57d,S00027870,2025-Q2,T03,로수젯정,658053.8,0.7976,Unverified,low_coverage,tracking_validation
TRC_de10605233d4,S00027873,2025-Q3,T01,카나브정,575280.19,0.7816,Unverified,low_coverage,tracking_validation
TRC_dbada8f3129e,S00027888,2025-Q1,T04,가브스정,2506662.58,0.7959,Unverified,low_coverage,tracking_validation
TRC_944baff557c4,S00027891,2025-Q1,T09,아토젯정,6967913.07,0.78,Unverified,low_coverage,tracking_validation
TRC_af27699d151b,S00027892,2025-Q1,T09,엑스포지정,3726042.57,0.7729,Unverified,low_coverage,tracking_validation
TRC_7340819a48fa,S00027896,2025-Q4,T09,아토르바정,471939.74,0.7694,Unverified,low_coverage,tracking_validation
TRC_c33e0df5aac0,S00027910,2025-Q2,T02,로수젯정,694457.28,0.7814,Unverified,low_coverage,tracking_validation
TRC_65dccb75390c,S00027915,2025-Q4,T04,디아미크롱서방정,77922.5,0.7817,Unverified,low_coverage,tracking_validation
TRC_576cbfdbf288,S00027941,2025-Q2,T02,록소르정,10045.18,0.7909,Unverified,low_coverage,tracking_validation
TRC_d36b2b5c70da,S00027961,2025-Q3,T01,록소르정,1514710.48,0.7813,Unverified,low_coverage,tracking_validation
TRC_591b8e8e8821,S00027964,2025-Q2,T08,리피토정,1402662.61,0.7798,Unverified,low_coverage,tracking_validation
TRC_ced9ba74e2d6,S00027980,2025-Q2,T06,넥시움정,541300.13,0.797,Unverified,low_coverage,tracking_validation
TRC_e222aa525bb6,S00027993,2025-Q3,T06,카나브정,505464.52,0.7757,Unverified,low_coverage,tracking_validation
TRC_4928898bcad3,S00027996,2025-Q2,T10,아토르바정,137812.88,0.7753,Unverified,low_coverage,tracking_validation
TRC_add40d03a539,S00028017,2025-Q2,T10,타미플루캡슐,758930.41,0.7704,Unverified,low_coverage,tracking_validation
TRC_3e2d9df6d348,S00028047,2025-Q4,T03,네시나정,6389710.56,0.7754,Unverified,low_coverage,tracking_validation
TRC_38d27881bc5d,S00028079,2025-Q3,T04,서스펜정,194142.93,0.7963,Unverified,low_coverage,tracking_validation
TRC_a2add3a2b7a8,S00028083,2025-Q2,T02,아모잘탄정,154954.9,0.7892,Unverified,low_coverage,tracking_validation
TRC_65715b94b674,S00028087,2025-Q2,T09,네시나정,5029203.05,0.7988,Unverified,low_coverage,tracking_validation
TRC_41c7d21e4199,S00028096,2025-Q4,T04,아토르바정,65838.17,0.7708,Unverified,low_coverage,tracking_validation
TRC_6852461321d8,S00028126,2025-Q1,T06,트라젠타정,374234.08,0.7786,Unverified,low_coverage,tracking_validation
TRC_525280cf1513,S00028139,2025-Q4,T03,서스펜정,28161.58,0.7743,Unverified,low_coverage,tracking_validation
TRC_c01f2a931832,S00028146,2025-Q2,T05,트라젠타정,1042366.75,0.7722,Unverified,low_coverage,tracking_validation
TRC_acdb7fa59b26,S00028209,2025-Q2,T09,글루코파지정,503605.65,0.7925,Unverified,low_coverage,tracking_validation
TRC_e97c60d9f925,S00028217,2025-Q1,T10,타미플루캡슐,757311.12,0.7742,Unverified,low_coverage,tracking_validation
TRC_18b122731ffa,S00028224,2025-Q3,T04,리피토정,179456.58,0.7793,Unverified,low_coverage,tracking_validation
TRC_6b3931989501,S00028226,2025-Q1,T08,트라젠타정,659696.66,0.7835,Unverified,low_coverage,tracking_validation
TRC_b76adf892915,S00028229,2025-Q4,T01,글루코파지정,30676.93,0.7862,Unverified,low_coverage,tracking_validation
TRC_55f348baef31,S00028254,2025-Q4,T01,올메텍정,63412.74,0.7896,Unverified,low_coverage,tracking_validation
TRC_d160ed7bcf03,S00028258,2025-Q2,T03,세파클러캡슐,3665045.72,0.7955,Unverified,low_coverage,tracking_validation
TRC_d0ac77295271,S00028261,2025-Q3,T10,록소르정,908165.8,0.7892,Unverified,low_coverage,tracking_validation
TRC_166f9155df6a,S00028281,2025-Q4,T02,록소르정,1100988.8,0.7945,Unverified,low_coverage,tracking_validation
TRC_28810c2f3cc0,S00028283,2025-Q1,T02,아모잘탄정,510107.27,0.7836,Unverified,low_coverage,tracking_validation
TRC_f07310fa6e43,S00028293,2025-Q3,T01,카나브정,304428.53,0.781,Unverified,low_coverage,tracking_validation
TRC_9a4af2fabb44,S00028306,2025-Q4,T01,트라젠타정,569689.47,0.7943,Unverified,low_coverage,tracking_validation
TRC_dd82c01c4d6c,S00028333,2025-Q1,T04,카나브정,379510.54,0.799,Unverified,low_coverage,tracking_validation
TRC_a40eeeb49cd5,S00028342,2025-Q1,T01,자누비아정,13304053.24,0.7712,Unverified,low_coverage,tracking_validation
TRC_3b7fbb9d8de6,S00028343,2025-Q2,T01,아모잘탄정,4489260.96,0.7924,Unverified,low_coverage,tracking_validation
TRC_ff4fa4b928ad,S00028373,2025-Q4,T09,카나브정,159285.98,0.7993,Unverified,low_coverage,tracking_validation
TRC_9c51c33e42f2,S00028382,2025-Q4,T05,자누비아정,836682.89,0.7986,Unverified,low_coverage,tracking_validation
TRC_9a00bfb89829,S00028383,2025-Q2,T05,아모잘탄정,425340.78,0.7879,Unverified,low_coverage,tracking_validation
TRC_ebccbc809b8a,S00028397,2025-Q3,T05,타미플루캡슐,2647683.42,0.7766,Unverified,low_coverage,tracking_validation
TRC_519623dcb27c,S00028408,2025-Q1,T07,가브스정,620420.14,0.7872,Unverified,low_coverage,tracking_validation
TRC_12b096d0ba52,S00028411,2025-Q2,T01,아토젯정,8385711.58,0.7713,Unverified,low_coverage,tracking_validation
TRC_a383fe26bb9d,S00028419,2025-Q3,T03,서스펜정,559018.39,0.7907,Unverified,low_coverage,tracking_validation
TRC_52ac9c352dfb,S00028440,2025-Q4,T08,넥시움정,3358213.15,0.7757,Unverified,low_coverage,tracking_validation
TRC_26bc15fc7953,S00028444,2025-Q4,T02,리피토정,684859.98,0.7792,Unverified,low_coverage,tracking_validation
TRC_5e87bfc18d95,S00028469,2025-Q2,T04,글루코파지정,1646202.89,0.7781,Unverified,low_coverage,tracking_validation
TRC_331161e18c7c,S00028487,2025-Q3,T07,네시나정,951483.89,0.7699,Unverified,low_coverage,tracking_validation
TRC_5a986ee4e095,S00028507,2025-Q2,T09,네시나정,217863.82,0.7955,Unverified,low_coverage,tracking_validation
TRC_e22ce13ca5d2,S00028527,2025-Q2,T05,네시나정,611769.02,0.7979,Unverified,low_coverage,tracking_validation
TRC_eea24a229cff,S00028541,2025-Q4,T03,록소르정,430541.99,0.7713,Unverified,low_coverage,tracking_validation
TRC_67d2bd55adbe,S00028544,2025-Q1,T03,리피토정,766876.4,0.7788,Unverified,low_coverage,tracking_validation
TRC_59d4f8305cf4,S00028563,2025-Q4,T09,아모잘탄정,180059.24,0.791,Unverified,low_coverage,tracking_validation
TRC_74929765fcb6,S00028592,2025-Q3,T02,엑스포지정,27024.84,0.7825,Unverified,low_coverage,tracking_validation
TRC_973d363035a0,S00028595,2025-Q2,T09,디아미크롱서방정,2503909.99,0.7758,Unverified,low_coverage,tracking_validation
TRC_7f9d5acd243c,S00028623,2025-Q1,T01,아모잘탄정,790635.47,0.791,Unverified,low_coverage,tracking_validation
TRC_06e2c27d5fa6,S00028667,2025-Q4,T07,네시나정,567463.32,0.7989,Unverified,low_coverage,tracking_validation
TRC_272b55cee7ee,S00028668,2025-Q4,T08,가브스정,3945900.63,0.7836,Unverified,low_coverage,tracking_validation
TRC_62142c3a6eb0,S00028677,2025-Q2,T08,타미플루캡슐,308545.26,0.7801,Unverified,low_coverage,tracking_validation
TRC_a277746e973a,S00028701,2025-Q3,T05,록소르정,1197642.23,0.7881,Unverified,low_coverage,tracking_validation
TRC_360063e2639e,S00028710,2025-Q3,T07,로수젯정,7277735.36,0.772,Unverified,low_coverage,tracking_validation
TRC_3845722a5677,S00028729,2025-Q3,T06,글루코파지정,2383629.7,0.7886,Unverified,low_coverage,tracking_validation
TRC_fb7752bb996a,S00028730,2025-Q3,T07,로수젯정,764291.64,0.775,Unverified,low_coverage,tracking_validation
TRC_d919d5b1d018,S00028741,2025-Q1,T08,록소르정,502026.28,0.7802,Unverified,low_coverage,tracking_validation
TRC_a49d16eb4691,S00028752,2025-Q2,T09,엑스포지정,885203.79,0.7759,Unverified,low_coverage,tracking_validation
TRC_ed7d946e5cc6,S00028753,2025-Q3,T09,카나브정,177291.72,0.7963,Unverified,low_coverage,tracking_validation
TRC_d84c319d5324,S00028757,2025-Q3,T05,타미플루캡슐,389063.42,0.7955,Unverified,low_coverage,tracking_validation
TRC_82a7938b527c,S00028759,2025-Q3,T04,서스펜정,2210089.1,0.7822,Unverified,low_coverage,tracking_validation
TRC_cd0940e64973,S00028760,2025-Q3,T04,넥시움정,18107.62,0.7832,Unverified,low_coverage,tracking_validation
TRC_9cc58ca00293,S00028767,2025-Q2,T06,네시나정,7286176.93,0.7694,Unverified,low_coverage,tracking_validation
TRC_20aa84e7ec2c,S00028775,2025-Q2,T02,디아미크롱서방정,47784.62,0.79,Unverified,low_coverage,tracking_validation
TRC_cb0be14eb516,S00028781,2025-Q3,T09,록소르정,428489.59,0.7938,Unverified,low_coverage,tracking_validation
TRC_01baa91a6a6d,S00028804,2025-Q1,T08,리피토정,501824.09,0.789,Unverified,low_coverage,tracking_validation
TRC_dd10ec108a24,S00028818,2025-Q2,T03,세파클러캡슐,182445.11,0.7728,Unverified,low_coverage,tracking_validation
TRC_25fc3403d9d1,S00028821,2025-Q1,T02,록소르정,1284674.75,0.7696,Unverified,low_coverage,tracking_validation
TRC_9489d81dfe53,S00028824,2025-Q1,T09,리피토정,541691.3,0.7773,Unverified,low_coverage,tracking_validation
TRC_7c490a127692,S00028871,2025-Q2,T08,아토젯정,261018.1,0.7742,Unverified,low_coverage,tracking_validation
TRC_212d688fabbe,S00028875,2025-Q4,T01,디아미크롱서방정,240665.08,0.7829,Unverified,low_coverage,tracking_validation
TRC_a3e4b19a05e2,S00028881,2025-Q1,T05,록소르정,201250.3,0.7793,Unverified,low_coverage,tracking_validation
TRC_7be5fc1366bd,S00028883,2025-Q2,T05,아모잘탄정,2895775.69,0.7766,Unverified,low_coverage,tracking_validation
TRC_fa2eff6c0499,S00028899,2025-Q2,T01,서스펜정,2708982.26,0.7822,Unverified,low_coverage,tracking_validation
TRC_b630f5e98fda,S00028902,2025-Q4,T09,자누비아정,2520060.21,0.773,Unverified,low_coverage,tracking_validation
TRC_c199e8309319,S00028935,2025-Q3,T10,디아미크롱서방정,1433971.37,0.7924,Unverified,low_coverage,tracking_validation
TRC_8084a30e2c59,S00028949,2025-Q1,T07,글루코파지정,53169.95,0.7752,Unverified,low_coverage,tracking_validation
TRC_4c5063e758ea,S00028950,2025-Q2,T09,로수젯정,640462.3,0.7722,Unverified,low_coverage,tracking_validation
TRC_369641cf4d01,S00028972,2025-Q3,T03,엑스포지정,361771.27,0.788,Unverified,low_coverage,tracking_validation
TRC_6033a1d4ac3b,S00028984,2025-Q2,T02,리피토정,219974.34,0.7783,Unverified,low_coverage,tracking_validation
TRC_a9d94e571b04,S00028988,2025-Q2,T01,가브스정,26027.55,0.7943,Unverified,low_coverage,tracking_validation
TRC_861973d3165a,S00028999,2025-Q1,T05,서스펜정,298300.7,0.783,Unverified,low_coverage,tracking_validation
TRC_8b39295bad44,S00029003,2025-Q2,T03,아모잘탄정,756359.11,0.7846,Unverified,low_coverage,tracking_validation
TRC_e15ee44937eb,S00029010,2025-Q1,T05,로수젯정,702111.89,0.7907,Unverified,low_coverage,tracking_validation
TRC_dbd9a3453890,S00029012,2025-Q1,T10,엑스포지정,666243.46,0.7898,Unverified,low_coverage,tracking_validation
TRC_2d4d23318bdb,S00029018,2025-Q1,T08,세파클러캡슐,4532819.35,0.7957,Unverified,low_coverage,tracking_validation
TRC_3c7352c3e54e,S00029020,2025-Q4,T09,넥시움정,189010.71,0.7894,Unverified,low_coverage,tracking_validation
TRC_3670f6f8336f,S00029026,2025-Q4,T04,트라젠타정,864044.2,0.7862,Unverified,low_coverage,tracking_validation
TRC_ce444eebe8f1,S00029033,2025-Q2,T01,카나브정,50948.15,0.7825,Unverified,low_coverage,tracking_validation
TRC_1a4048db4254,S00029043,2025-Q2,T06,아모잘탄정,120458.06,0.7802,Unverified,low_coverage,tracking_validation
TRC_f6757f56d61f,S00029059,2025-Q2,T08,서스펜정,3286235.85,0.7864,Unverified,low_coverage,tracking_validation
TRC_4c9dc0ef73d0,S00029068,2025-Q4,T03,가브스정,106510.22,0.7907,Unverified,low_coverage,tracking_validation
TRC_3db2da0e5562,S00029080,2025-Q3,T01,넥시움정,1267001.53,0.782,Unverified,low_coverage,tracking_validation
TRC_d26d4891b7ee,S00029097,2025-Q2,T04,타미플루캡슐,3918500.85,0.7914,Unverified,low_coverage,tracking_validation
TRC_189c6107ef1f,S00029101,2025-Q1,T07,록소르정,45985.76,0.7721,Unverified,low_coverage,tracking_validation
TRC_25eab98b2dbf,S00029122,2025-Q3,T05,자누비아정,2366647.88,0.7785,Unverified,low_coverage,tracking_validation
TRC_76f2ffe5d9aa,S00029127,2025-Q3,T01,네시나정,2853104.42,0.798,Unverified,low_coverage,tracking_validation
TRC_70a5f76098d3,S00029128,2025-Q4,T01,가브스정,400841.76,0.7929,Unverified,low_coverage,tracking_validation
TRC_bf1be5f4df6a,S00029148,2025-Q4,T02,가브스정,3355776.26,0.7736,Unverified,low_coverage,tracking_validation
TRC_acce5ecf4aba,S00029183,2025-Q2,T09,아모잘탄정,604611.81,0.7887,Unverified,low_coverage,tracking_validation
TRC_b2931bbdd2d1,S00029185,2025-Q4,T10,플라빅스정,4172084.73,0.7764,Unverified,low_coverage,tracking_validation
TRC_f60b267d0848,S00029195,2025-Q3,T07,디아미크롱서방정,277011.16,0.7919,Unverified,low_coverage,tracking_validation
TRC_1fdc85d48de0,S00029237,2025-Q2,T09,타미플루캡슐,9916620.78,0.791,Unverified,low_coverage,tracking_validation
TRC_b6e7d0e4e288,S00029245,2025-Q2,T09,플라빅스정,5228338.17,0.7726,Unverified,low_coverage,tracking_validation
TRC_cee9317e0e3b,S00029246,2025-Q2,T09,트라젠타정,234569.62,0.7902,Unverified,low_coverage,tracking_validation
TRC_82592281ae0b,S00029250,2025-Q2,T02,로수젯정,5175385.96,0.7817,Unverified,low_coverage,tracking_validation
TRC_05612e49975b,S00029251,2025-Q2,T09,아토젯정,1225075.85,0.7916,Unverified,low_coverage,tracking_validation
TRC_b78cd5f5efe4,S00029257,2025-Q2,T01,타미플루캡슐,8987216.45,0.7812,Unverified,low_coverage,tracking_validation
TRC_f19a288a5d0d,S00029271,2025-Q3,T06,아토젯정,31534.2,0.7824,Unverified,low_coverage,tracking_validation
TRC_14fdf40359db,S00029272,2025-Q1,T02,엑스포지정,824107.15,0.7897,Unverified,low_coverage,tracking_validation
TRC_0715cb2396e4,S00029279,2025-Q2,T07,서스펜정,2852758.8,0.7893,Unverified,low_coverage,tracking_validation
TRC_c1f9be07097b,S00029286,2025-Q2,T07,트라젠타정,978697.95,0.784,Unverified,low_coverage,tracking_validation
TRC_1edf7fa605ee,S00029295,2025-Q4,T07,디아미크롱서방정,22417.67,0.7824,Unverified,low_coverage,tracking_validation
TRC_3eb41b543a2b,S00029308,2025-Q1,T10,가브스정,2399688.69,0.7998,Unverified,low_coverage,tracking_validation
TRC_f929a6838514,S00029310,2025-Q2,T08,로수젯정,4261417.51,0.7819,Unverified,low_coverage,tracking_validation
TRC_d68cd6a7b7fb,S00029337,2025-Q4,T09,타미플루캡슐,618334.04,0.7835,Unverified,low_coverage,tracking_validation
TRC_f8c8fd4e5669,S00029342,2025-Q4,T04,자누비아정,12673392.66,0.7782,Unverified,low_coverage,tracking_validation
TRC_483c8c3d4549,S00029344,2025-Q3,T02,리피토정,531177.96,0.7921,Unverified,low_coverage,tracking_validation
TRC_5486bb8dcec1,S00029358,2025-Q3,T03,세파클러캡슐,1113929.88,0.7769,Unverified,low_coverage,tracking_validation
TRC_76ebca8b07f3,S00029412,2025-Q2,T10,엑스포지정,6752189.35,0.7927,Unverified,low_coverage,tracking_validation
TRC_33855d215568,S00029430,2025-Q4,T07,로수젯정,219355.52,0.7898,Unverified,low_coverage,tracking_validation
TRC_46ae3e3c0178,S00029431,2025-Q4,T03,아토젯정,2672785.1,0.77,Unverified,low_coverage,tracking_validation
TRC_ea0409553e7b,S00029441,2025-Q4,T01,록소르정,29279.5,0.7714,Unverified,low_coverage,tracking_validation
TRC_0f83f47468fb,S00029444,2025-Q4,T05,리피토정,768219.97,0.7723,Unverified,low_coverage,tracking_validation
TRC_01703720c060,S00029479,2025-Q2,T03,서스펜정,2131039.4,0.7814,Unverified,low_coverage,tracking_validation
TRC_b3ccd850cf61,S00029483,2025-Q1,T03,아모잘탄정,335501.04,0.7778,Unverified,low_coverage,tracking_validation
TRC_e34f03ec409e,S00029505,2025-Q1,T06,플라빅스정,6917555.4,0.7812,Unverified,low_coverage,tracking_validation
TRC_782e097cd98f,S00029519,2025-Q4,T06,서스펜정,1153121.95,0.7748,Unverified,low_coverage,tracking_validation
TRC_eb37c1909bd5,S00029529,2025-Q4,T07,글루코파지정,677078.52,0.7716,Unverified,low_coverage,tracking_validation
TRC_6bdcde2622f8,S00029558,2025-Q4,T07,세파클러캡슐,37197.45,0.7694,Unverified,low_coverage,tracking_validation
TRC_7f7d24b41043,S00029559,2025-Q3,T05,서스펜정,2411085.75,0.7712,Unverified,low_coverage,tracking_validation
TRC_c67eca6914e3,S00029565,2025-Q4,T09,플라빅스정,2816660.06,0.7992,Unverified,low_coverage,tracking_validation
TRC_24e424709724,S00029579,2025-Q4,T05,서스펜정,59568.81,0.7926,Unverified,low_coverage,tracking_validation
TRC_f8e02062ea4d,S00029626,2025-Q2,T06,트라젠타정,624781.71,0.7773,Unverified,low_coverage,tracking_validation
TRC_a018fe34a491,S00029655,2025-Q4,T05,디아미크롱서방정,748669.22,0.7741,Unverified,low_coverage,tracking_validation
TRC_5539a6d08c05,S00029659,2025-Q4,T03,서스펜정,49296.58,0.7706,Unverified,low_coverage,tracking_validation
TRC_4691b7931c3e,S00029695,2025-Q2,T09,디아미크롱서방정,221959.17,0.7892,Unverified,low_coverage,tracking_validation
TRC_4a2bba94b8da,S00029697,2025-Q3,T06,타미플루캡슐,527375.1,0.7817,Unverified,low_coverage,tracking_validation
TRC_ddfe25419a62,S00029698,2025-Q1,T08,세파클러캡슐,5009634.14,0.7898,Unverified,low_coverage,tracking_validation
TRC_cb73059ebeec,S00029701,2025-Q3,T01,록소르정,129417.03,0.7789,Unverified,low_coverage,tracking_validation
TRC_791e87f75d29,S00029747,2025-Q4,T06,네시나정,504074.27,0.795,Unverified,low_coverage,tracking_validation
TRC_bb83bb9a9cce,S00029757,2025-Q2,T05,타미플루캡슐,270705.11,0.7722,Unverified,low_coverage,tracking_validation
TRC_1573f8bc64e7,S00029760,2025-Q1,T05,넥시움정,4954085.6,0.7719,Unverified,low_coverage,tracking_validation
TRC_8e76c81b2bc2,S00029766,2025-Q2,T10,트라젠타정,111272.18,0.7716,Unverified,low_coverage,tracking_validation
TRC_d69fa087e6c3,S00029775,2025-Q1,T01,디아미크롱서방정,42100.23,0.7721,Unverified,low_coverage,tracking_validation
TRC_4893caf562f5,S00029778,2025-Q4,T10,세파클러캡슐,264515.62,0.7896,Unverified,low_coverage,tracking_validation
TRC_c74bbf6d32d6,S00029786,2025-Q2,T07,트라젠타정,989154.27,0.7795,Unverified,low_coverage,tracking_validation
TRC_56811f801cdc,S00029800,2025-Q2,T10,넥시움정,4681467.46,0.7997,Unverified,low_coverage,tracking_validation
TRC_1b13bd621e29,S00029810,2025-Q1,T04,로수젯정,490593.52,0.7867,Unverified,low_coverage,tracking_validation
TRC_43621ae95e14,S00029832,2025-Q3,T04,엑스포지정,420128.39,0.7856,Unverified,low_coverage,tracking_validation
TRC_fea9716d9491,S00029870,2025-Q3,T10,로수젯정,698487.25,0.7953,Unverified,low_coverage,tracking_validation
TRC_91ac4edd657f,S00029875,2025-Q4,T05,디아미크롱서방정,122870.08,0.7877,Unverified,low_coverage,tracking_validation
TRC_ddf9df066591,S00029897,2025-Q4,T04,타미플루캡슐,8027458.68,0.7762,Unverified,low_coverage,tracking_validation
TRC_e14fbe72c05e,S00029910,2025-Q3,T09,로수젯정,1035903.19,0.7803,Unverified,low_coverage,tracking_validation
TRC_0ddd714d6409,S00029917,2025-Q3,T07,타미플루캡슐,818336.02,0.7936,Unverified,low_coverage,tracking_validation
TRC_4cea077dc402,S00029934,2025-Q4,T08,올메텍정,292626.98,0.7891,Unverified,low_coverage,tracking_validation
TRC_aaca6c49eacc,S00029947,2025-Q2,T04,네시나정,184473.15,0.7975,Unverified,low_coverage,tracking_validation
TRC_e0dbe1764940,S00029957,2025-Q2,T10,타미플루캡슐,741607.68,0.7933,Unverified,low_coverage,tracking_validation
TRC_42904bc64111,S00029979,2025-Q1,T01,서스펜정,3268352.33,0.795,Unverified,low_coverage,tracking_validation
TRC_5db35fa91cf0,S00029997,2025-Q2,T07,타미플루캡슐,4997944.48,0.7843,Unverified,low_coverage,tracking_validation
TRC_4dbb6dfcd62e,S00030007,2025-Q3,T03,네시나정,4499196.33,0.7989,Unverified,low_coverage,tracking_validation
TRC_224efd2b1c67,S00030014,2025-Q4,T10,올메텍정,300413.27,0.7962,Unverified,low_coverage,tracking_validation
TRC_d3569c4182c4,S00030020,2025-Q3,T06,넥시움정,4461649.87,0.7847,Unverified,low_coverage,tracking_validation
